Trend,Model,CVE,TargetDate,Pred,Actual,AbsError,SqError,PctError,PredDir,ActualDir,DirCorrect,HistoryPoints,LLM_Used,InputsPath
Monotonic,gpt-4o,CVE-2025-0428,2025-07-02,0.0025999999999999994,0.0043,0.0017000000000000006,2.890000000000002e-06,39.534883720930246,-1,1,0,9,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0428.json
Monotonic,gpt-4o,CVE-2025-0429,2025-07-02,0.0031,0.0043,0.0012000000000000001,1.4400000000000002e-06,27.906976744186053,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0429.json
Monotonic,gpt-4o,CVE-2025-0434,2025-07-17,0.0012,0.0013,0.00010000000000000005,1.0000000000000008e-08,7.692307692307695,1,1,1,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0434.json
Monotonic,gpt-4o,CVE-2025-0436,2025-07-23,0.0017,0.0019,0.0002000000000000001,4.0000000000000034e-08,10.526315789473689,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0436.json
Monotonic,gpt-4o,CVE-2025-0438,2025-07-16,0.0015,0.0019,0.00039999999999999996,1.5999999999999998e-07,21.052631578947366,-1,1,0,12,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0438.json
Monotonic,gpt-4o,CVE-2025-0443,2025-07-17,0.0032,0.0034999999999999996,0.0002999999999999995,8.99999999999997e-08,8.571428571428557,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0443.json
Monotonic,gpt-4o,CVE-2025-0444,2025-07-19,0.0018999999999999998,0.0028000000000000004,0.0009000000000000006,8.100000000000011e-07,32.14285714285716,-1,-1,1,12,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0444.json
Monotonic,gpt-4o,CVE-2025-0445,2025-07-23,0.0011,0.0015,0.00039999999999999996,1.5999999999999998e-07,26.666666666666668,-1,1,0,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0445.json
Monotonic,gpt-4o,CVE-2025-0447,2025-07-17,0.0032,0.0034999999999999996,0.0002999999999999995,8.99999999999997e-08,8.571428571428557,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0447.json
Monotonic,gpt-4o,CVE-2025-0451,2025-07-19,0.0026,0.0022,0.00039999999999999975,1.599999999999998e-07,18.18181818181817,1,-1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0451.json
Monotonic,gpt-4o,CVE-2025-0455,2025-06-26,0.0037,0.0042,0.0004999999999999996,2.4999999999999957e-07,11.904761904761896,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0455.json
Monotonic,gpt-4o,CVE-2025-0456,2025-06-26,0.0041,0.0043,0.00019999999999999966,3.999999999999986e-08,4.651162790697667,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0456.json
Monotonic,gpt-4o,CVE-2025-0470,2025-07-11,0.0006999999999999999,0.0017000000000000001,0.0010000000000000002,1.0000000000000004e-06,58.82352941176472,-1,1,0,11,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0470.json
Monotonic,gpt-4o,CVE-2025-0471,2025-06-26,0.0027,0.0031,0.00039999999999999975,1.599999999999998e-07,12.903225806451605,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0471.json
Monotonic,gpt-4o,CVE-2025-0475,2025-07-26,0.0023,0.0008,0.0015,2.25e-06,187.5,1,-1,0,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0475.json
Monotonic,gpt-4o,CVE-2025-0511,2025-07-23,0.0026,0.0025,9.999999999999983e-05,9.999999999999965e-09,3.9999999999999933,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0511.json
Monotonic,gpt-4o,CVE-2025-0520,2025-07-06,0.0038,0.004,0.0002000000000000001,4.0000000000000034e-08,5.000000000000003,1,1,1,2,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0520.json
Monotonic,gpt-4o,CVE-2025-0521,2025-07-18,0.0007,0.0014000000000000002,0.0007000000000000002,4.900000000000003e-07,50.000000000000014,-1,1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0521.json
Monotonic,gpt-4o,CVE-2025-0528,2025-06-27,0.0085,0.010700000000000001,0.0022000000000000006,4.840000000000003e-06,20.560747663551403,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0528.json
Monotonic,gpt-4o,CVE-2025-0565,2025-06-29,0.0029,0.0006,0.0023,5.29e-06,383.33333333333337,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4o__CVE-2025-0565.json
Monotonic,gpt-4,CVE-2025-0168,2025-06-11,0.0002,0.0001,0.0001,1e-08,100.0,1,-1,0,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0168.json
Monotonic,gpt-4,CVE-2025-0802,2025-07-09,0.0001,0.0002,0.0001,1e-08,50.0,-1,1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0802.json
Monotonic,gpt-4,CVE-2025-0847,2025-07-10,0.0001,0.0001,0.0,0.0,0.0,-1,-1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0847.json
Monotonic,gpt-4,CVE-2025-0849,2025-07-10,0.0001,0.0002,0.0001,1e-08,50.0,-1,1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0849.json
Monotonic,gpt-4,CVE-2025-0967,2025-07-13,0.0,0.0001,0.0001,1e-08,100.0,-1,-1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0967.json
Monotonic,gpt-4,CVE-2025-1339,2025-07-27,0.0012,0.0013,0.00010000000000000005,1.0000000000000008e-08,7.692307692307695,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1339.json
Monotonic,gpt-4,CVE-2025-1369,2025-07-17,0.0003,0.0003,0.0,0.0,0.0,-1,-1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1369.json
Monotonic,gpt-4,CVE-2025-1370,2025-07-17,0.002,0.0021,9.999999999999983e-05,9.999999999999965e-09,4.761904761904754,-1,-1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1370.json
Monotonic,gpt-4,CVE-2025-1593,2025-07-23,0.0,0.0004,0.0004,1.6e-07,100.0,-1,-1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1593.json
Monotonic,gpt-4,CVE-2025-1596,2025-07-23,0.0007,0.0003,0.0004,1.6e-07,133.33333333333334,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1596.json
Monotonic,gpt-4,CVE-2025-1616,2025-07-24,0.0008,0.0006,0.0002000000000000001,4.0000000000000034e-08,33.33333333333336,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1616.json
Monotonic,gpt-4,CVE-2025-1889,2025-07-04,0.0003,0.0002,9.999999999999996e-05,9.999999999999994e-09,49.99999999999998,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-1889.json
Monotonic,gpt-4,CVE-2025-3249,2025-06-20,0.012,0.0125,0.0005000000000000004,2.5000000000000047e-07,4.0000000000000036,-1,-1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-3249.json
Monotonic,gpt-4,CVE-2025-3544,2025-06-21,0.012,0.0118,0.00020000000000000052,4.000000000000021e-08,1.6949152542372927,-1,-1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-3544.json
Monotonic,gpt-4,CVE-2025-4664,2025-07-21,0.0002,0.0002,0.0,0.0,0.0,-1,-1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-4664.json
Monotonic,gpt-4,CVE-2025-0104,2025-06-21,0.0016,0.0018,0.00019999999999999987,3.999999999999995e-08,11.111111111111105,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0104.json
Monotonic,gpt-4,CVE-2025-0105,2025-06-21,0.004,0.0049,0.0008999999999999998,8.099999999999996e-07,18.367346938775505,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0105.json
Monotonic,gpt-4,CVE-2025-0106,2025-06-21,0.0015,0.0017000000000000001,0.0002000000000000001,4.0000000000000034e-08,11.764705882352946,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0106.json
Monotonic,gpt-4,CVE-2025-0109,2025-07-23,0.0028,0.0032,0.0004000000000000002,1.6000000000000014e-07,12.500000000000005,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0109.json
Monotonic,gpt-4,CVE-2025-0110,2025-07-23,0.0156,0.0171,0.0015000000000000013,2.250000000000004e-06,8.771929824561411,1,1,1,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0110.json
Monotonic,gpt-4,CVE-2025-0119,2025-06-18,0.0052,0.0052,0.0,0.0,0.0,1,1,1,4,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0119.json
Monotonic,gpt-4,CVE-2025-0132,2025-07-21,0.0016,0.002,0.00039999999999999996,1.5999999999999998e-07,20.0,1,1,1,4,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0132.json
Monotonic,gpt-4,CVE-2025-0159,2025-07-27,0.0026,0.0013,0.0013,1.69e-06,100.0,1,-1,0,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0159.json
Monotonic,gpt-4,CVE-2025-0162,2025-07-07,0.0019,0.0022,0.00030000000000000014,9.000000000000008e-08,13.63636363636364,1,1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0162.json
Monotonic,gpt-4,CVE-2025-0170,2025-06-26,0.0012,0.0013,0.00010000000000000005,1.0000000000000008e-08,7.692307692307695,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0170.json
Monotonic,gpt-4,CVE-2025-0177,2025-07-08,0.0012,0.0015,0.00030000000000000014,9.000000000000008e-08,20.00000000000001,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0177.json
Monotonic,gpt-4,CVE-2025-0181,2025-07-22,0.0013,0.002,0.0007000000000000001,4.900000000000002e-07,35.0,-1,1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0181.json
Monotonic,gpt-4,CVE-2025-0182,2025-07-20,0.0007,0.0015,0.0008,6.4e-07,53.333333333333336,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0182.json
Monotonic,gpt-4,CVE-2025-0185,2025-07-20,0.0035,0.0043,0.0007999999999999999,6.399999999999999e-07,18.6046511627907,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0185.json
Monotonic,gpt-4,CVE-2025-0187,2025-07-20,0.001,0.0023,0.0013,1.69e-06,56.52173913043478,-1,1,0,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0187.json
Monotonic,gpt-4,CVE-2025-0189,2025-07-20,0.0007,0.0014000000000000002,0.0007000000000000002,4.900000000000003e-07,50.000000000000014,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0189.json
Monotonic,gpt-4,CVE-2025-0190,2025-07-20,0.0007,0.0014000000000000002,0.0007000000000000002,4.900000000000003e-07,50.000000000000014,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0190.json
Monotonic,gpt-4,CVE-2025-0191,2025-07-20,0.0005,0.0013,0.0007999999999999999,6.399999999999999e-07,61.53846153846153,-1,1,0,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gpt-4__CVE-2025-0191.json
