Trend,Model,WindowYears,WindowDays,CVE,TargetDate,Pred,Actual,AbsError,SqError,PctError,PredDir,ActualDir,DirCorrect,HistoryPoints,LLM_Used,InputsPath
Monotonic,gpt-4o,0.5,182,CVE-2025-0315,2025-07-20,0.0006,0.0018,0.0012000000000000001,1.4400000000000002e-06,66.66666666666667,-1,1,0,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0315.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0316,2025-07-19,0.0072,0.0074,0.00020000000000000052,4.000000000000021e-08,2.7027027027027097,1,1,1,15,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0316.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0317,2025-07-20,0.0011,0.0025,0.0014,1.96e-06,55.99999999999999,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0317.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0349,2025-06-19,0.0036,0.0043,0.0007000000000000001,4.900000000000002e-07,16.27906976744186,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0349.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0364,2025-07-15,0.0581,0.0482,0.009899999999999999,9.800999999999998e-05,20.539419087136928,1,1,1,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0364.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0366,2025-07-12,0.0142,0.011200000000000002,0.002999999999999999,8.999999999999995e-06,26.785714285714274,1,-1,0,15,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0366.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0394,2025-06-24,0.004,0.0055000000000000005,0.0015000000000000005,2.2500000000000013e-06,27.272727272727277,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0394.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0412,2025-06-23,0.0007,0.0008,0.00010000000000000005,1.0000000000000008e-08,12.500000000000005,-1,1,0,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0412.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0423,2025-07-18,0.0024,0.0033,0.0009000000000000002,8.100000000000004e-07,27.272727272727277,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0423.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0428,2025-07-02,0.0025999999999999994,0.0043,0.0017000000000000006,2.890000000000002e-06,39.534883720930246,-1,1,0,9,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0428.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0429,2025-07-02,0.0029,0.0043,0.0014000000000000002,1.9600000000000007e-06,32.55813953488372,-1,1,0,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0429.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0434,2025-07-17,0.0011,0.0013,0.00019999999999999987,3.999999999999995e-08,15.384615384615374,-1,1,0,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0434.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0436,2025-07-23,0.0016,0.0019,0.0002999999999999999,8.999999999999995e-08,15.789473684210522,-1,1,0,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0436.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0438,2025-07-16,0.0017,0.0019,0.0002000000000000001,4.0000000000000034e-08,10.526315789473689,1,1,1,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0438.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0443,2025-07-17,0.0029,0.0034999999999999996,0.0005999999999999998,3.599999999999998e-07,17.14285714285714,-1,1,0,11,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0443.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0444,2025-07-19,0.0018999999999999998,0.0028000000000000004,0.0009000000000000006,8.100000000000011e-07,32.14285714285716,-1,-1,1,12,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0444.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0445,2025-07-23,0.0012,0.0015,0.00030000000000000014,9.000000000000008e-08,20.00000000000001,-1,1,0,14,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0445.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0447,2025-07-17,0.0032,0.0034999999999999996,0.0002999999999999995,8.99999999999997e-08,8.571428571428557,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0447.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0451,2025-07-19,0.0027,0.0022,0.0005,2.5e-07,22.727272727272727,1,-1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0451.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0455,2025-06-26,0.0002999999999999999,0.0042,0.0039,1.5209999999999998e-05,92.85714285714286,-1,1,0,10,0,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0455.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0456,2025-06-26,0.0039,0.0043,0.0004000000000000002,1.6000000000000014e-07,9.302325581395353,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0456.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0470,2025-07-11,0.0016,0.0017000000000000001,0.00010000000000000005,1.0000000000000008e-08,5.882352941176473,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0470.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0471,2025-06-26,0.0027,0.0031,0.00039999999999999975,1.599999999999998e-07,12.903225806451605,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0471.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0475,2025-07-26,0.0026,0.0008,0.0018,3.24e-06,225.0,1,-1,0,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0475.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0511,2025-07-23,0.0025,0.0025,0.0,0.0,0.0,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0511.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0520,2025-07-06,0.0038,0.004,0.0002000000000000001,4.0000000000000034e-08,5.000000000000003,1,1,1,2,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0520.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0521,2025-07-18,0.0013,0.0014000000000000002,0.00010000000000000026,1.0000000000000053e-08,7.14285714285716,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0521.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0528,2025-06-27,0.0085,0.010700000000000001,0.0022000000000000006,4.840000000000003e-06,20.560747663551403,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0528.json
Monotonic,gpt-4o,0.5,182,CVE-2025-0565,2025-06-29,0.0029,0.0006,0.0023,5.29e-06,383.33333333333337,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__0.5y__CVE-2025-0565.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0168,2025-06-11,0.0001,0.0001,0.0,0.0,0.0,-1,-1,1,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0168.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0802,2025-07-09,0.0001,0.0002,0.0001,1e-08,50.0,-1,1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0802.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0847,2025-07-10,0.0001,0.0001,0.0,0.0,0.0,-1,-1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0847.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0849,2025-07-10,0.0001,0.0002,0.0001,1e-08,50.0,-1,1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0849.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0967,2025-07-13,0.0001,0.0001,0.0,0.0,0.0,-1,-1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0967.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1339,2025-07-27,0.001,0.0013,0.0002999999999999999,8.999999999999995e-08,23.076923076923073,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1339.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1369,2025-07-17,0.0003,0.0003,0.0,0.0,0.0,-1,-1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1369.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1370,2025-07-17,0.0021,0.0021,0.0,0.0,0.0,-1,-1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1370.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1593,2025-07-23,0.0004,0.0004,0.0,0.0,0.0,-1,-1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1593.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1596,2025-07-23,0.0004,0.0003,0.00010000000000000005,1.0000000000000008e-08,33.33333333333336,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1596.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1616,2025-07-24,0.0008,0.0006,0.0002000000000000001,4.0000000000000034e-08,33.33333333333336,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1616.json
Monotonic,gpt-4o,1.0,365,CVE-2025-1889,2025-07-04,0.0001,0.0002,0.0001,1e-08,50.0,-1,1,0,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-1889.json
Monotonic,gpt-4o,1.0,365,CVE-2025-3249,2025-06-20,0.0126,0.0125,9.99999999999994e-05,9.99999999999988e-09,0.7999999999999952,-1,-1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-3249.json
Monotonic,gpt-4o,1.0,365,CVE-2025-3544,2025-06-21,0.0129,0.0118,0.0011000000000000003,1.2100000000000007e-06,9.322033898305088,-1,-1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-3544.json
Monotonic,gpt-4o,1.0,365,CVE-2025-4664,2025-07-21,0.0002,0.0002,0.0,0.0,0.0,-1,-1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-4664.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0104,2025-06-21,0.0017,0.0018,0.00010000000000000005,1.0000000000000008e-08,5.555555555555558,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0104.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0105,2025-06-21,0.0048,0.0049,0.00010000000000000026,1.0000000000000053e-08,2.0408163265306176,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0105.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0106,2025-06-21,0.0016,0.0017000000000000001,0.00010000000000000005,1.0000000000000008e-08,5.882352941176473,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0106.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0109,2025-07-23,0.0032,0.0032,0.0,0.0,0.0,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0109.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0110,2025-07-23,0.0153,0.0171,0.0018000000000000013,3.2400000000000046e-06,10.52631578947369,1,1,1,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0110.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0119,2025-06-18,0.0048,0.0052,0.0004000000000000002,1.6000000000000014e-07,7.692307692307695,1,1,1,4,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0119.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0132,2025-07-21,0.0017,0.002,0.00030000000000000014,9.000000000000008e-08,15.000000000000007,1,1,1,4,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0132.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0159,2025-07-27,0.0027,0.0013,0.0014000000000000002,1.9600000000000007e-06,107.69230769230771,1,-1,0,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0159.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0162,2025-07-07,0.0018,0.0022,0.0004000000000000002,1.6000000000000014e-07,18.181818181818187,1,1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0162.json
Monotonic,gpt-4o,1.0,365,CVE-2025-0170,2025-06-26,0.0013,0.0013,0.0,0.0,0.0,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp2_windows/llm_inputs/Monotonic__gpt-4o__1.0y__CVE-2025-0170.json
